id,name,birth_year,death_year,id,name,birth_year,death_year
fk__p_51262,"Verhoeven, Paul",1901,1975,person__38244,"Verhoeven, Paul",1901,1975
fk__p_51260,"Schönthan-Pernwald, Paul von",1853,1905,person__24705,"Schönthan-Pernwald, Paul von",1853,1905
fk__p_51252,"Stefan, Paul",1879,1943,person__12826,"Stefan, Paul",1879,1943
fk__p_51249,"Signac, Paul",1863,1935,person__38742,"Signac, Paul",1863,1935
fk__p_51247,"Schulz, Paul",1860,1919,person__24566,"Schulz, Paul",1860,1919
fk__p_51242,"Schlenther, Paul",1854,1916,person__12671,"Schlenther, Paul",1854,1916
fk__p_51241,"Scheerbart, Paul",1863,1915,person__5666,"Scheerbart, Paul",1863,1915
fk__p_51231,"Morgan, Paul",1886,1938,person__8975,"Morgan, Paul",1886,1938
fk__p_51224,"Levi, Paul",1883,1930,person__62923,"Levi, Paul",1883,1930
fk__p_51220,"Keller, Paul",1873,1932,person__8171,"Keller, Paul",1873,1932
fk__p_51218,"Kalbeck, Paul",1884,1949,person__8088,"Kalbeck, Paul",1884,1949
fk__p_51216,"Heyse, Paul",1830,1914,person__11691,"Heyse, Paul",1830,1914
fk__p_37704,"Zemlinsky, Alexander von",1871,1942,person__27460,"Zemlinsky, Alexander von",1871,1942
fk__p_51209,"Goldmann, Paul",1865,1935,person__11485,"Goldmann, Paul",1865,1935
fk__p_51208,"Géraldy, Paul",1885,1983,person__3138,"Géraldy, Paul",1885,1983
fk__p_51205,"Frank, Paul",1885,1976,person__7212,"Frank, Paul",1885,1976
fk__p_51200,"Ernst, Paul",1866,1933,person__11265,"Ernst, Paul",1866,1933
fk__p_51195,"Eger, Paul",1881,1947,person__11227,"Eger, Paul",1881,1947
fk__p_51193,"Deussen, Paul",1845,1919,person__3827,"Deussen, Paul",1845,1919
fk__p_51190,"Czinner, Paul",1890,1972,person__11131,"Czinner, Paul",1890,1972
fk__p_51187,"Clemenceau, Paul",1855,1945,person__15023,"Clemenceau, Paul",1855,1945
fk__p_51186,"Claudel, Paul",1868,1955,person__6660,"Claudel, Paul",1868,1955
fk__p_51185,"Busson, Paul",1873,1924,person__6543,"Busson, Paul",1873,1924
fk__p_51184,"Breisach, Paul",1896,1952,person__6423,"Breisach, Paul",1896,1952
fk__p_51183,"Block, Paul",1862,1934,person__3256,"Block, Paul",1862,1934
fk__p_51177,"Barsch, Paul",1860,1931,person__5749,"Barsch, Paul",1860,1931
fk__p_51175,"Apel, Paul",1872,1946,person__10775,"Apel, Paul",1872,1946
fk__p_51173,"Pisk, Paul Amadeus",1893,1990,person__39325,"Pisk, Paul Amadeus",1893,1990
fk__p_51171,"Abraham, Paul",1892,1960,person__5910,"Abraham, Paul",1892,1960
fk__p_51167,"Patti, Adelina",1843,1919,person__22381,"Patti, Adelina",1843,1919
fk__p_51155,"Pasteur, Louis",1822,1895,person__22367,"Pasteur, Louis",1822,1895
fk__p_51144,"Pascal, Blaise",1623,1662,person__5291,"Pascal, Blaise",1623,1662
fk__p_51107,"Veronese, Paolo",1528,1588,person__26449,"Veronese, Paolo",1528,1588
fk__p_51075,"Painlevé, Paul",1863,1933,person__9187,"Painlevé, Paul",1863,1933
fk__p_51073,"Pahlen, Richard",1874,1914,person__9184,"Pahlen, Richard",1874,1914
fk__p_51071,"Pagay, Hans",1843,1915,person__2232,"Pagay, Hans",1843,1915
fk__p_51070,"Paganini, Niccolò",1782,1840,person__5175,"Paganini, Niccolò",1782,1840
fk__p_51048,"Mascagni, Pietro",1863,1945,person__12198,"Mascagni, Pietro",1863,1945
fk__p_51019,"Tann-Bergler, Ottokar",1859,1912,person__12920,"Tann-Bergler, Ottokar",1859,1912
fk__p_51017,"Kernstock, Ottokar",1848,1928,person__8183,"Kernstock, Ottokar",1848,1928
fk__p_51009,"Weininger, Otto",1880,1903,person__2630,"Weininger, Otto",1880,1903
fk__p_51008,"Wagner, Otto",1841,1918,person__5205,"Wagner, Otto",1841,1918
fk__p_51003,"Tressler, Otto",1871,1965,person__12971,"Tressler, Otto",1871,1965
fk__p_51000,"Stoessl, Otto",1875,1936,person__12858,"Stoessl, Otto",1875,1936
fk__p_50998,"Soyka, Otto",1881,1955,person__5659,"Soyka, Otto",1881,1955
fk__p_50989,"Pick, Otto",1887,1940,person__9268,"Pick, Otto",1887,1940
fk__p_50984,"Ludwig, Otto",1813,1865,person__12129,"Ludwig, Otto",1813,1865
fk__p_50975,"Keller, Otto",1861,1928,person__8168,"Keller, Otto",1861,1928
fk__p_50974,"Bierbaum, Otto Julius",1865,1910,person__10928,"Bierbaum, Otto Julius",1865,1910
fk__p_50966,"Kahn, Otto Hermann",1867,1934,person__8068,"Kahn, Otto Hermann",1867,1934
fk__p_50960,"Friedrich, Otto",1862,1937,person__7266,"Friedrich, Otto",1862,1937
fk__p_50957,"Fischer, Otto",1000,1000,person__62605,"Fischer, Otto",1000,1000
fk__p_50952,"Hesse, Otto Ernst",1891,1946,person__7834,"Hesse, Otto Ernst",1891,1946
fk__p_50949,"Ernst, Otto",1862,1926,person__11260,"Ernst, Otto",1862,1926
fk__p_50948,"Hartleben, Otto Erich",1864,1905,person__11605,"Hartleben, Otto Erich",1864,1905
fk__p_50947,"Deutsch, Otto Erich",1883,1967,person__6807,"Deutsch, Otto Erich",1883,1967
fk__p_50936,"Brahm, Otto",1856,1912,person__10986,"Brahm, Otto",1856,1912
fk__p_50935,"Borger, Otto",1904,1994,person__56879,"Borger, Otto",1904,1994
fk__p_50907,"Walzel, Oskar",1864,1944,person__13048,"Walzel, Oskar",1864,1944
fk__p_50905,"Strnad, Oskar",1879,1935,person__12880,"Strnad, Oskar",1879,1935
fk__p_50898,"Pollak, Oscar",1893,1963,person__39331,"Pollak, Oscar",1893,1963
fk__p_50893,"Kokoschka, Oskar",1886,1980,person__11958,"Kokoschka, Oskar",1886,1980
fk__p_50892,"Karlweis, Oskar",1894,1956,person__8112,"Karlweis, Oskar",1894,1956
fk__p_50878,"Blumenthal, Oskar",1852,1917,person__14328,"Blumenthal, Oskar",1852,1917
fk__p_50876,"Baum, Oskar",1883,1941,person__6164,"Baum, Oskar",1883,1941
fk__p_50864,"Straus, Oscar",1870,1954,person__12861,"Straus, Oscar",1870,1954
fk__p_50806,"Gulbransson, Olaf",1873,1958,person__7600,"Gulbransson, Olaf",1873,1958
fk__p_50803,"Ohorn, Anton",1846,1924,person__9134,"Ohorn, Anton",1846,1924
fk__p_50801,"Ohnet, Georges",1848,1918,person__12371,"Ohnet, Georges",1848,1918
fk__p_50782,"Mirbeau, Octave",1848,1917,person__8948,"Mirbeau, Octave",1848,1917
fk__p_50755,"O’Neill, Eugene",1888,1953,person__5198,"O’Neill, Eugene",1888,1953
fk__p_50747,"Eirich, Oskar Friedrich",1845,1921,person__2874,"Eirich, Oskar Friedrich",1845,1921
fk__p_50740,"Potthof, Ossip D.",1877,1000,person__22838,"Potthof, Ossip D.",1877,1000
fk__p_50728,"Nüchtern, Hans",1896,1962,person__22069,"Nüchtern, Hans",1896,1962
fk__p_50720,"Novelli, Ermete",1851,1919,person__2189,"Novelli, Ermete",1851,1919
fk__p_50719,Novalis,1772,1801,person__22035,Novalis,1772,1801
fk__p_50717,"Nothnagel, Hermann",1841,1905,person__9104,"Nothnagel, Hermann",1841,1905
fk__p_50706,"Nordhausen, Richard",1861,1941,person__61839,"Nordhausen, Richard",1861,1941
fk__p_50648,"Niedt, Ernst",1844,1902,person__4788,"Niedt, Ernst",1844,1902
fk__p_50628,"Machiavelli, Niccolò",1469,1527,person__65015,"Machiavelli, Niccolò",1469,1527
fk__p_50613,Neumann ,1000,1000,person__21895,Neumann,1000,1000
fk__p_50606,"Neuert, Hans",1838,1912,person__3998,"Neuert, Hans",1838,1912
fk__p_50576,Nelly,1000,1000,person__21841,Nelly,1000,1000
fk__p_50563,"Nedbal, Oskar",1874,1930,person__12335,"Nedbal, Oskar",1874,1930
fk__p_50540,"Straus, Nathan",1848,1931,person__10080,"Straus, Nathan",1848,1931
fk__p_50507,"Nabl, Franz",1883,1974,person__9011,"Nabl, Franz",1883,1974
fk__p_38724,"Barlach, Ernst",1870,1938,person__6120,"Barlach, Ernst",1870,1938
fk__p_50477,"Mussolini, Benito",1883,1945,person__12314,"Mussolini, Benito",1883,1945
fk__p_50460,"Münzenberg, Willi",1889,1940,person__39216,"Münzenberg, Willi",1889,1940
fk__p_50453,"Munch, Edvard",1863,1944,person__12306,"Munch, Edvard",1863,1944
fk__p_50441,"Müller, Robert",1887,1924,person__21736,"Müller, Robert",1887,1924
fk__p_38717,"Bardach, Emilie",1862,1955,person__13726,"Bardach, Emilie",1862,1955
fk__p_50435,Mucki,1000,1000,person__21672,Mucki,1000,1000
fk__p_50418,"Mounet-Sully, Jean",1841,1916,person__21668,"Mounet-Sully, Jean",1841,1916
fk__p_50410,"Mosheim, Grete",1905,1986,person__8981,"Mosheim, Grete",1905,1986
fk__p_50408,"Mosenthal, Salomon Hermann von",1821,1877,person__12293,"Mosenthal, Salomon Hermann von",1821,1877
fk__p_50399,"Gest, Morris",1881,1942,person__17005,"Gest, Morris",1881,1942
fk__p_50393,"Szeps, Moriz",1834,1902,person__25798,"Szeps, Moriz",1834,1902
fk__p_50391,"Sternberg, Moriz",1874,1938,person__25505,"Sternberg, Moriz",1874,1938
fk__p_50388,"Scheyer, Moriz",1886,1949,person__24148,"Scheyer, Moriz",1886,1949
fk__p_50366,"Rosenthal, Moritz",1862,1946,person__23605,"Rosenthal, Moritz",1862,1946
fk__p_50357,"Benedikt, Moritz",1835,1920,person__13996,"Benedikt, Moritz",1835,1920
fk__p_50351,"Mörike, Eduard",1804,1875,person__12323,"Mörike, Eduard",1804,1875
fk__p_50341,Morawetz ,1000,1000,person__21590,Morawetz,1000,1000
fk__p_50295,"Moll, Carl",1861,1945,person__12277,"Moll, Carl",1861,1945
fk__p_50268,"Veith, Mizzi",1889,1908,person__28629,"Veith, Mizzi",1889,1908
fk__p_50241,"Misch, Robert",1860,1929,person__12261,"Misch, Robert",1860,1929
fk__p_50233,"Mirabeau, Honoré Gabriel de",1749,1791,person__21497,"Mirabeau, Honoré Gabriel de",1749,1791
fk__p_50223,"Milton, John",1608,1674,person__42793,"Milton, John",1608,1674
fk__p_38692,"Bamberger, Heinrich von",1822,1888,person__6101,"Bamberger, Heinrich von",1822,1888
fk__p_50160,"Provins, Michel",1861,1928,person__22901,"Provins, Michel",1861,1928
fk__p_50144,"Conrad, Michael Georg",1846,1927,person__11098,"Conrad, Michael Georg",1846,1927
fk__p_50141,"Bernays, Michael",1834,1897,person__64784,"Bernays, Michael",1834,1897
fk__p_38687,"Baluschek, Hans",1870,1935,person__5708,"Baluschek, Hans",1870,1935
fk__p_50129,"Meyer-Förster, Wilhelm",1862,1934,person__12240,"Meyer-Förster, Wilhelm",1862,1934
fk__p_50127,"Meyerbeer, Giacomo",1791,1864,person__8931,"Meyerbeer, Giacomo",1791,1864
fk__p_38683,"Groller, Balduin",1848,1916,person__7548,"Groller, Balduin",1848,1916
fk__p_50121,"Metzl, Richard",1870,1941,person__21365,"Metzl, Richard",1870,1941
fk__p_50107,"Messager, André",1853,1929,person__8912,"Messager, André",1853,1929
fk__p_50068,"Mars, Mella",1881,1919,person__21078,"Mars, Mella",1881,1919
fk__p_50048,"Meisel-Hess, Grete",1879,1922,person__8892,"Meisel-Hess, Grete",1879,1922
fk__p_50010,Mayer ,1000,1000,person__21228,Mayer,1000,1000
fk__p_50000,"Schreier, Maximilian",1877,1942,person__24502,"Schreier, Maximilian",1877,1942
fk__p_49995,Maximilian I.,1459,1519,person__21215,Maximilian I.,1459,1519
fk__p_49994,"Harden, Maximilian",1861,1927,person__11581,"Harden, Maximilian",1861,1927
fk__p_49985,"Winter, Max",1870,1937,person__2785,"Winter, Max",1870,1937
fk__p_49979,"Esterle, Max von",1870,1947,person__38504,"Esterle, Max von",1870,1947
fk__p_49972,"Saal, Max",1882,1948,person__43679,"Saal, Max",1882,1948
fk__p_49971,"Rychner, Max",1897,1965,person__39287,"Rychner, Max",1897,1965
fk__p_49966,"Reinhardt, Max",1873,1943,person__12504,"Reinhardt, Max",1873,1943
fk__p_49961,"Pallenberg, Max",1877,1934,person__9190,"Pallenberg, Max",1877,1934
fk__p_49958,"Oppenheimer, Max",1885,1954,person__12384,"Oppenheimer, Max",1885,1954
fk__p_49952,"Montor, Max",1872,1934,person__21578,"Montor, Max",1872,1934
fk__p_49950,"Messer, Max",1875,1930,person__2885,"Messer, Max",1875,1930
fk__p_49948,"Mell, Max",1882,1971,person__12225,"Mell, Max",1882,1971
fk__p_49945,"Martersteig, Max",1853,1926,person__21102,"Martersteig, Max",1853,1926
fk__p_49942,"Liebermann, Max",1847,1935,person__12068,"Liebermann, Max",1847,1935
fk__p_49941,"Lesser, Max",1850,1000,person__28151,"Lesser, Max",1850,1000
fk__p_49938,"Koch, Max",1855,1931,person__11952,"Koch, Max",1855,1931
fk__p_49936,"Kalbeck, Max",1850,1921,person__11857,"Kalbeck, Max",1850,1921
fk__p_49932,"Hayek, Max",1882,1944,person__11628,"Hayek, Max",1882,1944
fk__p_49921,"Foges, Max",1867,1921,person__16381,"Foges, Max",1867,1921
fk__p_49915,"Dreyer, Max",1862,1946,person__11175,"Dreyer, Max",1862,1946
fk__p_49910,"Brod, Max",1884,1968,person__6441,"Brod, Max",1884,1968
fk__p_49909,"Blatt, Max",1000,1000,person__51562,"Blatt, Max",1000,1000
fk__p_49905,"Bernstein, Max",1854,1925,person__10905,"Bernstein, Max",1854,1925
fk__p_49903,"Babad, Max",1000,1000,person__51545,"Babad, Max",1000,1000
fk__p_38657,"Bacher, Eduard",1846,1908,person__10809,"Bacher, Eduard",1846,1908
fk__p_49888,"Barrès, Maurice",1862,1923,person__3892,"Barrès, Maurice",1862,1923
fk__p_49884,"Maupassant, Guy de",1850,1893,person__12201,"Maupassant, Guy de",1850,1893
fk__p_49871,"Claudius, Matthias",1740,1815,person__39422,"Claudius, Matthias",1740,1815
fk__p_49861,"Matsch, Franz von",1861,1942,person__21168,"Matsch, Franz von",1861,1942
fk__p_49844,"Materna, Amalie",1844,1918,person__8851,"Materna, Amalie",1844,1918
fk__p_49824,"Wigman, Mary",1886,1973,person__10522,"Wigman, Mary",1886,1973
fk__p_49801,"Luther, Martin",1483,1546,person__12136,"Luther, Martin",1483,1546
fk__p_49795,"Buber, Martin",1878,1965,person__11033,"Buber, Martin",1878,1965
fk__p_49777,"Marschner, Heinrich August",1795,1861,person__8825,"Marschner, Heinrich August",1795,1861
fk__p_49770,"Marriot, Emil",1855,1938,person__4223,"Marriot, Emil",1855,1938
fk__p_49769,"Marr, Hans",1878,1949,person__12192,"Marr, Hans",1878,1949
fk__p_38635,"Dolbin, Benedikt Fred",1883,1971,person__6830,"Dolbin, Benedikt Fred",1883,1971
fk__p_49708,"Madeleine, Marie",1881,1944,person__51448,"Madeleine, Marie",1881,1944
fk__p_49704,"Hofer, Maria",1894,1977,person__38401,"Hofer, Maria",1894,1977
fk__p_38631,B.,1000,1000,person__13610,B.,1000,1000
fk__p_49694,"Conrad-Ramlo, Marie",1850,1921,person__4983,"Conrad-Ramlo, Marie",1850,1921
fk__p_38629,B.,1000,1000,person__13609,B.,1000,1000
fk__p_49663,"Mayer, Maria",1877,1958,person__4061,"Mayer, Maria",1877,1958
fk__p_49662,"Mayen, Maria",1892,1978,person__12211,"Mayen, Maria",1892,1978
fk__p_49647,"Bard, Maria",1900,1944,person__6113,"Bard, Maria",1900,1944
fk__p_49642,Maria,1000,1000,person__20987,Maria,1000,1000
fk__p_49622,"Marées, Hans von",1837,1887,person__8848,"Marées, Hans von",1837,1887
fk__p_49617,"Brociner, Marco",1852,1942,person__3442,"Brociner, Marco",1852,1942
fk__p_49608,"Schiffer, Marcellus",1892,1932,person__24168,"Schiffer, Marcellus",1892,1932
fk__p_49598,"Dunan, Marcel",1885,1978,person__15520,"Dunan, Marcel",1885,1978
fk__p_49591,"Maran, Gustav",1854,1917,person__12179,"Maran, Gustav",1854,1917
fk__p_49585,"Manzoni, Alessandro",1785,1873,person__5024,"Manzoni, Alessandro",1785,1873
fk__p_49582,"Mantegna, Andrea",1431,1506,person__20935,"Mantegna, Andrea",1431,1506
fk__p_49566,"Mandl, Leopold",1860,1930,person__20905,"Mandl, Leopold",1860,1930
fk__p_49563,"Mamroth, Fedor",1851,1907,person__4986,"Mamroth, Fedor",1851,1907
fk__p_49540,"Maierhofer, Ferdinand",1881,1960,person__8781,"Maierhofer, Ferdinand",1881,1960
fk__p_49527,"Hirschfeld, Magnus",1868,1935,person__7875,"Hirschfeld, Magnus",1868,1935
fk__p_49526,"Lichtwer, Magnus Gottfried",1719,1783,person__39451,"Lichtwer, Magnus Gottfried",1719,1783
fk__p_49517,"Maeterlinck, Maurice",1862,1949,person__12156,"Maeterlinck, Maurice",1862,1949
fk__p_49488,"Macaulay, Thomas Babington",1800,1859,person__4660,"Macaulay, Thomas Babington",1800,1859
fk__p_49487,"Macasy, Gustav",1871,1905,person__3487,"Macasy, Gustav",1871,1905
fk__p_49463,"Lang, Marie",1858,1934,person__4798,"Lang, Marie",1858,1934
fk__p_49444,"Saphir, Moritz Gottlieb",1795,1858,person__64882,"Saphir, Moritz Gottlieb",1795,1858
fk__p_38602,"Nowotny, Aurel",1881,1947,person__12368,"Nowotny, Aurel",1881,1947
fk__p_49423,m.,1000,1000,person__20799,M.,1000,1000
fk__p_49400,"Lustig-Prean, Karl",1892,1965,person__39009,"Lustig-Prean, Karl",1892,1965
fk__p_49390,Lukian von Samosata,1000,1000,person__20643,Lukian von Samosata,1000,1000
fk__p_49382,"Lucka, Emil",1877,1941,person__8729,"Lucka, Emil",1877,1941
fk__p_49355,"Wüllner, Ludwig",1858,1938,person__10627,"Wüllner, Ludwig",1858,1938
fk__p_49353,"Winder, Ludwig",1889,1946,person__10559,"Winder, Ludwig",1889,1946
fk__p_49349,"Beethoven, Ludwig van",1770,1827,person__10866,"Beethoven, Ludwig van",1770,1827
fk__p_49345,"Hofmann, Ludwig von",1861,1945,person__3869,"Hofmann, Ludwig von",1861,1945
fk__p_49342,"Ficker, Ludwig von",1880,1967,person__38500,"Ficker, Ludwig von",1880,1967
fk__p_49340,"Ullmann, Ludwig",1887,1959,person__12990,"Ullmann, Ludwig",1887,1959
fk__p_49339,"Uhland, Ludwig",1787,1862,person__10293,"Uhland, Ludwig",1787,1862
fk__p_49333,"Stein, Ludwig",1859,1930,person__12829,"Stein, Ludwig",1859,1930
fk__p_49332,"Stärk, Ludwig",1874,1930,person__25705,"Stärk, Ludwig",1874,1930
fk__p_49331,"Speidel, Ludwig",1830,1906,person__12816,"Speidel, Ludwig",1830,1906
fk__p_38594,"Wilbrandt-Baudius, Auguste",1843,1937,person__5320,"Wilbrandt-Baudius, Auguste",1843,1937
fk__p_49309,"Lobmeyr, Ludwig",1829,1917,person__20537,"Lobmeyr, Ludwig",1829,1917
fk__p_49304,"Klinenberger, Ludwig",1873,1942,person__3916,"Klinenberger, Ludwig",1873,1942
fk__p_49302,"Karpath, Ludwig",1866,1936,person__11885,"Karpath, Ludwig",1866,1936
fk__p_49299,"Hevesi, Ludwig",1843,1910,person__11687,"Hevesi, Ludwig",1843,1910
fk__p_49296,"Hardt, Ludwig",1886,1947,person__17861,"Hardt, Ludwig",1886,1947
fk__p_49295,"Goldscheider, Ludwig",1896,1973,person__7470,"Goldscheider, Ludwig",1896,1973
fk__p_49294,"Geiger, Ludwig",1848,1919,person__7360,"Geiger, Ludwig",1848,1919
fk__p_49290,"Fulda, Ludwig",1862,1939,person__11391,"Fulda, Ludwig",1862,1939
fk__p_49286,"Eisenberg, Ludwig Julius",1858,1910,person__3043,"Eisenberg, Ludwig Julius",1858,1910
fk__p_49284,"Donath, Ludwig",1900,1967,person__6834,"Donath, Ludwig",1900,1967
fk__p_49277,"Börne, Ludwig",1786,1837,person__14780,"Börne, Ludwig",1786,1837
fk__p_49276,"Bauer, Ludwig",1876,1935,person__10848,"Bauer, Ludwig",1876,1935
fk__p_49275,"Barnay, Ludwig",1842,1924,person__43796,"Barnay, Ludwig",1842,1924
fk__p_49273,"Anzengruber, Ludwig",1839,1889,person__10772,"Anzengruber, Ludwig",1839,1889
fk__p_49269,"Hartmann, Ludo Moritz",1865,1924,person__7707,"Hartmann, Ludo Moritz",1865,1924
fk__p_49259,"Borgia, Lucrezia",1480,1519,person__14410,"Borgia, Lucrezia",1480,1519
fk__p_38587,"Schlegel, August Wilhelm von",1767,1845,person__24212,"Schlegel, August Wilhelm von",1767,1845
fk__p_49250,"Mannheim, Lucie",1895,1976,person__8804,"Mannheim, Lucie",1895,1976
fk__p_49233,"Lubliner, Hugo",1846,1911,person__8722,"Lubliner, Hugo",1846,1911
fk__p_49232,"Lubitsch, Ernst",1892,1947,person__20636,"Lubitsch, Ernst",1892,1947
fk__p_49224,"Löwenthal, Josef Arthur von",1873,1940,person__2604,"Löwenthal, Josef Arthur von",1873,1940
fk__p_49212,"Lovrič, Nikolaus von",1887,1929,person__20628,"Lovrič, Nikolaus von",1887,1929
fk__p_49203,"Rainer, Luise",1910,1000,person__9414,"Rainer, Luise",1910,1000
fk__p_38582,"Strindberg, August",1849,1912,person__12877,"Strindberg, August",1849,1912
fk__p_49182,"Loeb, Louis",1842,1921,person__20548,"Loeb, Louis",1842,1921
fk__p_49167,"Medelsky, Lotte",1880,1960,person__2252,"Medelsky, Lotte",1880,1960
fk__p_38580,"Schenker-Angerer, August",1866,1914,person__24092,"Schenker-Angerer, August",1866,1914
fk__p_49158,"Loti, Pierre",1850,1923,person__12114,"Loti, Pierre",1850,1923
fk__p_49153,"Müthel, Lothar",1896,1964,person__9008,"Müthel, Lothar",1896,1964
fk__p_38579,"Sauer, August",1855,1926,person__12627,"Sauer, August",1855,1926
fk__p_49141,"Lorenz, Adolf",1854,1946,person__8711,"Lorenz, Adolf",1854,1946
fk__p_49107,"Vega Carpio, Lope Felix de",1562,1635,person__10332,"Vega Carpio, Lope Felix de",1562,1635
fk__p_49097,"Montez, Lola",1821,1861,person__28703,"Montez, Lola",1821,1861
fk__p_49094,"Beeth, Lola",1860,1940,person__13933,"Beeth, Lola",1860,1940
fk__p_49093,"Gmeiner, Lula",1876,1948,person__7438,"Gmeiner, Lula",1876,1948
fk__p_49088,"Fuller, Loïe",1862,1928,person__16797,"Fuller, Loïe",1862,1928
fk__p_38573,"Kotzebue, August von",1761,1819,person__8316,"Kotzebue, August von",1761,1819
fk__p_49037,List,1000,1000,person__20517,List,1000,1000
fk__p_38572,"Iffland, August Wilhelm",1759,1814,person__7966,"Iffland, August Wilhelm",1759,1814
fk__p_49011,"Feuchtwanger, Lion",1884,1958,person__7123,"Feuchtwanger, Lion",1884,1958
fk__p_48997,Lily,1000,1000,person__20452,Lily,1000,1000
fk__p_48985,"Petri, Lilli",1864,1915,person__3335,"Petri, Lilli",1864,1915
fk__p_48983,"Dagover, Lil",1887,1980,person__6746,"Dagover, Lil",1887,1980
fk__p_48973,"Lienbacher, Georg",1822,1896,person__20433,"Lienbacher, Georg",1822,1896
fk__p_48963,Liebl ,1000,1000,person__20415,Liebl,1000,1000
fk__p_48948,"Lichtwark, Alfred",1852,1914,person__3403,"Lichtwark, Alfred",1852,1914
fk__p_48913,"Levin, Julius",1862,1935,person__8608,"Levin, Julius",1862,1935
fk__p_38561,"Augier, Émile",1820,1889,person__2815,"Augier, Émile",1820,1889
